league,season,team,player,nation,pos,age,born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,90s,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,nextSeason
ITA-Serie A,2011,Catania,Pietro Terracciano,ITA,GK,21,1990,2,2,180,2.0,3,1.50,7,4,57.1,1,0,1,1,50.0,,,,,,2012
ITA-Serie A,2011,Catania,Tomáš Košický,SVK,GK,25,1986,3,2,206,2.3,3,1.31,16,13,81.3,1,1,1,1,50.0,,,,,,2012
ITA-Serie A,2011,Cesena,Francesco Antonioli,ITA,GK,41,1969,30,30,2691,29.9,48,1.61,166,118,71.1,3,9,18,7,23.3,,,,,,2012
ITA-Serie A,2011,Cesena,Nicola Ravaglia,ITA,GK,22,1988,8,8,720,8.0,11,1.37,43,32,74.4,1,1,6,2,25.0,,,,,,2012
ITA-Serie A,2011,Chievo,Christian Puggioni,ITA,GK,30,1981,1,1,90,1.0,0,0.00,4,4,100.0,1,0,0,1,100.0,,,,,,2012
ITA-Serie A,2011,Chievo,Stefano Sorrentino,ITA,GK,32,1979,37,37,3330,37.0,45,1.22,166,121,72.9,11,13,13,13,35.1,,,,,,2012
ITA-Serie A,2011,Fiorentina,Artur Boruc,POL,GK,31,1980,36,36,3240,36.0,41,1.14,146,105,71.9,11,12,13,14,38.9,,,,,,2012
ITA-Serie A,2011,Fiorentina,Neto,BRA,GK,22,1989,2,2,180,2.0,2,1.00,11,9,81.8,0,1,1,1,50.0,,,,,,2012
ITA-Serie A,2011,Genoa,Sébastien Frey,FRA,GK,31,1980,38,38,3420,38.0,69,1.82,215,146,67.9,11,9,18,6,15.8,,,,,,2012
ITA-Serie A,2011,Inter,Júlio César,BRA,GK,31,1979,33,33,2914,32.4,43,1.33,139,96,69.1,15,5,11,11,33.3,,,,,,2012
ITA-Serie A,2011,Inter,Luca Castellazzi,ITA,GK,36,1975,7,5,506,5.6,12,2.13,28,16,57.1,2,2,3,1,20.0,,,,,,2012
ITA-Serie A,2011,Juventus,Gianluigi Buffon,ITA,GK,33,1978,35,35,3150,35.0,16,0.46,97,81,83.5,21,14,0,21,60.0,,,,,,2012
ITA-Serie A,2011,Juventus,Marco Storari,ITA,GK,34,1977,3,3,270,3.0,4,1.33,9,5,55.6,2,1,0,0,0.0,,,,,,2012
ITA-Serie A,2011,Lazio,Albano Bizzarri,ARG,GK,33,1977,7,7,585,6.5,8,1.23,28,20,71.4,2,4,1,2,28.6,,,,,,2012
ITA-Serie A,2011,Lazio,Federico Marchetti,ITA,GK,28,1983,31,31,2761,30.7,37,1.21,137,100,73.0,13,4,11,11,35.5,,,,,,2012
ITA-Serie A,2011,Lazio,Juan Pablo Carrizo,ARG,GK,27,1984,2,0,74,0.8,2,2.43,4,2,50.0,1,0,0,0,,,,,,,2012
ITA-Serie A,2011,Lecce,Davide Petrachi,ITA,GK,24,1986,1,0,45,0.5,0,0.00,1,1,100.0,0,1,0,1,,,,,,,2012
ITA-Serie A,2011,Lecce,Júlio Sérgio,BRA,GK,32,1978,10,8,764,8.5,12,1.41,37,25,67.6,2,2,5,2,25.0,,,,,,2012
ITA-Serie A,2011,Lecce,Massimiliano Benassi,ITA,GK,29,1981,29,29,2463,27.4,38,1.39,167,129,77.2,6,8,12,4,13.8,,,,,,2012
ITA-Serie A,2011,Lecce,Ugo Gabrieli,ITA,GK,22,1989,2,1,148,1.6,6,3.65,12,6,50.0,0,1,1,0,0.0,,,,,,2012
ITA-Serie A,2011,Milan,Christian Abbiati,ITA,GK,34,1977,31,31,2689,29.9,26,0.87,104,78,75.0,18,6,5,13,41.9,,,,,,2012
ITA-Serie A,2011,Milan,Marco Amelia,ITA,GK,29,1982,9,7,731,8.1,7,0.86,32,25,78.1,6,2,1,4,57.1,,,,,,2012
ITA-Serie A,2011,Napoli,Antonio Rosati,ITA,GK,28,1983,1,1,90,1.0,0,0.00,2,2,100.0,1,0,0,1,100.0,,,,,,2012
ITA-Serie A,2011,Napoli,Morgan De Sanctis,ITA,GK,34,1977,37,37,3330,37.0,46,1.24,150,104,69.3,15,13,9,12,32.4,,,,,,2012
ITA-Serie A,2011,Novara,Achille Coser,ITA,GK,29,1982,2,2,134,1.5,2,1.34,5,3,60.0,0,1,0,0,0.0,,,,,,2012
ITA-Serie A,2011,Novara,Alberto Fontana,ITA,GK,36,1974,15,12,1219,13.5,26,1.92,80,54,67.5,2,3,8,0,0.0,,,,,,2012
ITA-Serie A,2011,Novara,Samir Ujkani,KVX,GK,23,1988,24,24,2067,23.0,37,1.61,134,97,72.4,5,7,12,6,25.0,,,,,,2012
ITA-Serie A,2011,Palermo,Alexandros Tzorvas,GRE,GK,28,1982,11,11,990,11.0,15,1.36,46,31,67.4,5,1,5,3,27.3,,,,,,2012
ITA-Serie A,2011,Palermo,Emiliano Viviano,ITA,GK,25,1985,20,20,1755,19.5,36,1.85,108,72,66.7,5,7,7,2,10.0,,,,,,2012
ITA-Serie A,2011,Palermo,Francesco Benussi,ITA,GK,29,1981,7,7,630,7.0,9,1.29,36,27,75.0,1,2,4,2,28.6,,,,,,2012
ITA-Serie A,2011,Palermo,Giacomo Brichetto,ITA,GK,28,1983,1,0,45,0.5,2,4.00,4,2,50.0,0,0,1,0,,,,,,,2012
ITA-Serie A,2011,Parma,Antonio Mirante,ITA,GK,28,1983,29,29,2581,28.7,47,1.64,132,85,64.4,9,7,12,6,20.7,,,,,,2012
ITA-Serie A,2011,Parma,Nicola Pavarini,ITA,GK,37,1974,10,9,839,9.3,6,0.64,32,26,81.3,6,4,0,4,44.4,,,,,,2012
ITA-Serie A,2011,Roma,Bogdan Lobonț,ROU,GK,33,1978,9,7,785,8.7,10,1.15,46,36,78.3,4,4,1,3,42.9,,,,,,2012
ITA-Serie A,2011,Roma,Gianluca Curci,ITA,GK,26,1985,3,2,243,2.7,4,1.48,14,10,71.4,0,1,1,1,50.0,,,,,,2012
ITA-Serie A,2011,Roma,Maarten Stekelenburg,NED,GK,28,1982,29,29,2390,26.6,40,1.51,123,83,67.5,12,3,12,7,24.1,,,,,,2012
ITA-Serie A,2011,Siena,Gianluca Pegolo,ITA,GK,30,1981,19,19,1710,19.0,23,1.21,94,71,75.5,7,5,7,6,31.6,,,,,,2012
ITA-Serie A,2011,Siena,Simone Farelli,ITA,GK,28,1983,1,1,90,1.0,2,2.00,5,3,60.0,0,0,1,0,0.0,,,,,,2012
ITA-Serie A,2011,Siena,Željko Brkić,SRB,GK,25,1986,18,18,1620,18.0,20,1.11,78,58,74.4,4,6,8,5,27.8,,,,,,2012
ITA-Serie A,2011,Udinese,Samir Handanović,SVN,GK,27,1984,38,38,3420,38.0,35,0.92,153,118,77.1,18,10,10,17,44.7,,,,,,2012
ITA-Serie A,2012,Atalanta,Andrea Consigli,ITA,GK,25,1987,35,35,3130,34.8,49,1.41,166,117,70.5,9,8,18,7,20.0,,,,,,2013
ITA-Serie A,2012,Atalanta,Ciro Polito,ITA,GK,33,1979,4,3,290,3.2,7,2.17,13,6,46.2,2,1,0,0,0.0,,,,,,2013
ITA-Serie A,2012,Bologna,Dejan Stojanović,AUT,GK,19,1993,4,4,360,4.0,9,2.25,21,12,57.1,1,1,2,1,25.0,,,,,,2013
ITA-Serie A,2012,Bologna,Federico Agliardi,ITA,GK,29,1983,22,20,1898,21.1,31,1.47,122,91,74.6,5,4,12,3,15.0,,,,,,2013
ITA-Serie A,2012,Bologna,Gianluca Curci,ITA,GK,27,1985,14,14,1162,12.9,11,0.85,47,36,76.6,5,6,2,5,35.7,,,,,,2013
ITA-Serie A,2012,Cagliari,Michael Agazzi,ITA,GK,28,1984,35,35,3099,34.4,46,1.34,144,98,68.1,11,10,13,9,25.7,,,,,,2013
ITA-Serie A,2012,Cagliari,Vlada Avramov,SRB,GK,33,1979,5,3,321,3.6,6,1.68,13,7,53.8,1,1,2,1,33.3,,,,,,2013
ITA-Serie A,2012,Catania,Alberto Frison,ITA,GK,24,1988,4,4,360,4.0,7,1.75,27,20,74.1,1,2,1,1,25.0,,,,,,2013
ITA-Serie A,2012,Catania,Mariano Andújar,ARG,GK,29,1983,34,34,3060,34.0,39,1.15,144,105,72.9,14,9,11,12,35.3,,,,,,2013
ITA-Serie A,2012,Chievo,Christian Puggioni,ITA,GK,31,1981,17,17,1530,17.0,17,1.00,77,60,77.9,5,5,7,7,41.2,,,,,,2013
ITA-Serie A,2012,Chievo,Lorenzo Squizzi,ITA,GK,38,1974,1,1,90,1.0,2,2.00,7,5,71.4,0,0,1,0,0.0,,,,,,2013
ITA-Serie A,2012,Chievo,Stefano Sorrentino,ITA,GK,33,1979,20,20,1800,20.0,33,1.65,81,48,59.3,7,4,9,6,30.0,,,,,,2013
ITA-Serie A,2012,Fiorentina,Cristiano Lupatelli,ITA,GK,34,1978,1,0,18,0.2,1,5.00,3,2,66.7,0,0,0,0,,,,,,,2013
ITA-Serie A,2012,Fiorentina,Emiliano Viviano,ITA,GK,26,1985,32,32,2862,31.8,34,1.07,108,74,68.5,19,6,7,11,34.4,,,,,,2013
ITA-Serie A,2012,Fiorentina,Neto,BRA,GK,23,1989,6,6,540,6.0,9,1.50,20,11,55.0,2,1,3,1,16.7,,,,,,2013
ITA-Serie A,2012,Genoa,Alexandros Tzorvas,GRE,GK,29,1982,1,1,90,1.0,3,3.00,6,3,50.0,0,0,1,0,0.0,,,,,,2013
ITA-Serie A,2012,Genoa,Antonio Donnarumma,ITA,GK,22,1990,1,1,90,1.0,0,0.00,7,7,100.0,0,1,0,1,100.0,,,,,,2013
ITA-Serie A,2012,Genoa,Sébastien Frey,FRA,GK,32,1980,36,36,3240,36.0,49,1.36,150,101,67.3,8,13,15,11,30.6,,,,,,2013
ITA-Serie A,2012,Inter,Juan Pablo Carrizo,ARG,GK,28,1984,1,1,90,1.0,1,1.00,3,2,66.7,0,0,1,0,0.0,,,,,,2013
ITA-Serie A,2012,Inter,Luca Castellazzi,ITA,GK,37,1975,2,2,180,2.0,3,1.50,9,6,66.7,1,0,1,1,50.0,,,,,,2013
ITA-Serie A,2012,Inter,Samir Handanović,SVN,GK,28,1984,35,35,3150,35.0,53,1.51,165,112,67.9,15,6,14,9,25.7,,,,,,2013
ITA-Serie A,2012,Juventus,Gianluigi Buffon,ITA,GK,34,1978,32,32,2880,32.0,19,0.59,94,75,79.8,23,5,4,16,50.0,,,,,,2013
ITA-Serie A,2012,Juventus,Marco Storari,ITA,GK,35,1977,6,6,529,5.9,5,0.85,16,11,68.8,4,1,1,3,50.0,,,,,,2013
ITA-Serie A,2012,Juventus,Rubinho,BRA,GK,29,1982,1,0,11,0.1,0,0.00,0,0,,0,0,0,0,,,,,,,2013
ITA-Serie A,2012,Lazio,Albano Bizzarri,ARG,GK,34,1977,5,5,450,5.0,10,2.00,25,15,60.0,2,1,2,0,0.0,,,,,,2013
ITA-Serie A,2012,Lazio,Federico Marchetti,ITA,GK,29,1983,33,33,2970,33.0,32,0.97,119,87,73.1,16,6,11,13,39.4,,,,,,2013
ITA-Serie A,2012,Milan,Christian Abbiati,ITA,GK,35,1977,28,28,2444,27.2,22,0.81,96,74,77.1,14,8,5,10,35.7,,,,,,2013
ITA-Serie A,2012,Milan,Marco Amelia,ITA,GK,30,1982,11,10,976,10.8,17,1.57,38,21,55.3,7,1,3,2,20.0,,,,,,2013
ITA-Serie A,2012,Napoli,Antonio Rosati,ITA,GK,29,1983,4,4,360,4.0,8,2.00,18,10,55.6,3,0,1,0,0.0,,,,,,2013
ITA-Serie A,2012,Napoli,Morgan De Sanctis,ITA,GK,35,1977,34,34,3060,34.0,28,0.82,122,94,77.0,20,9,5,14,41.2,,,,,,2013
ITA-Serie A,2012,Palermo,Francesco Benussi,ITA,GK,30,1981,5,4,404,4.5,8,1.78,25,17,68.0,2,0,2,0,0.0,,,,,,2013
ITA-Serie A,2012,Palermo,Samir Ujkani,KVX,GK,24,1988,19,19,1666,18.5,30,1.62,98,68,69.4,2,7,10,3,15.8,,,,,,2013
ITA-Serie A,2012,Palermo,Stefano Sorrentino,ITA,GK,33,1979,15,15,1350,15.0,16,1.07,73,57,78.1,2,7,6,4,26.7,,,,,,2013
ITA-Serie A,2012,Parma,Antonio Mirante,ITA,GK,29,1983,33,33,2883,32.0,40,1.25,151,111,73.5,9,9,14,8,24.2,,,,,,2013
ITA-Serie A,2012,Parma,Nicola Pavarini,ITA,GK,38,1974,6,5,487,5.4,5,0.92,25,20,80.0,3,1,1,1,20.0,,,,,,2013
ITA-Serie A,2012,Parma,Pavol Bajza,SVK,GK,20,1991,1,0,50,0.6,1,1.80,5,4,80.0,1,0,0,0,,,,,,,2013
ITA-Serie A,2012,Pescara,Ivan Pelizzoli,ITA,GK,31,1980,11,10,900,10.0,18,1.80,63,45,71.4,1,1,8,1,10.0,,,,,,2013
ITA-Serie A,2012,Pescara,Mattia Perin,ITA,GK,19,1992,29,28,2520,28.0,66,2.36,192,126,65.6,5,3,20,4,14.3,,,,,,2013
ITA-Serie A,2012,Roma,Bogdan Lobonț,ROU,GK,34,1978,5,5,405,4.5,2,0.44,15,13,86.7,4,0,1,2,40.0,,,,,,2013
ITA-Serie A,2012,Roma,Maarten Stekelenburg,NED,GK,29,1982,20,20,1755,18.5,30,1.54,92,62,67.4,8,5,6,3,15.0,,,,,,2013
ITA-Serie A,2012,Roma,Mauro Goicoechea,URU,GK,24,1988,15,13,1260,14.0,24,1.71,70,46,65.7,6,3,5,2,15.4,,,,,,2013
ITA-Serie A,2012,Sampdoria,Angelo da Costa Júnior,BRA,GK,28,1983,4,4,360,4.0,7,1.75,25,18,72.0,1,2,1,0,0.0,,,,,,2013
ITA-Serie A,2012,Sampdoria,Sergio Romero,ARG,GK,25,1987,32,32,2825,31.4,39,1.24,133,94,70.7,9,8,14,9,28.1,,,,,,2013
ITA-Serie A,2012,Sampdoria,Tommaso Berni,ITA,GK,29,1983,3,2,235,2.6,5,1.91,18,13,72.2,1,0,2,0,0.0,,,,,,2013
ITA-Serie A,2012,Siena,Gianluca Pegolo,ITA,GK,31,1981,38,38,3420,38.0,57,1.50,195,138,70.8,9,9,20,12,31.6,,,,,,2013
ITA-Serie A,2012,Torino,Ferdinando Coppola,ITA,GK,34,1978,1,1,90,1.0,2,2.00,4,2,50.0,0,1,0,0,0.0,,,,,,2013
ITA-Serie A,2012,Torino,Jean-François Gillet,BEL,GK,33,1979,37,37,3330,37.0,53,1.43,154,101,65.6,8,15,14,12,32.4,,,,,,2013
ITA-Serie A,2012,Udinese,Daniele Padelli,ITA,GK,26,1985,9,7,758,8.4,13,1.54,41,28,68.3,3,2,4,3,42.9,,,,,,2013
ITA-Serie A,2012,Udinese,Željko Brkić,SRB,GK,26,1986,31,31,2662,29.6,32,1.08,127,95,74.8,15,10,4,10,32.3,,,,,,2013
ITA-Serie A,2013,Atalanta,Andrea Consigli,ITA,GK,26,1987,35,35,3150,35.0,48,1.37,182,134,73.6,13,5,17,8,22.9,,,,,,2014
ITA-Serie A,2013,Atalanta,Marco Sportiello,ITA,GK,21,1992,3,3,270,3.0,3,1.00,16,13,81.3,2,0,1,1,33.3,,,,,,2014
ITA-Serie A,2013,Bologna,Dejan Stojanović,AUT,GK,20,1993,1,1,90,1.0,1,1.00,7,6,85.7,0,0,1,0,0.0,,,,,,2014
ITA-Serie A,2013,Bologna,Gianluca Curci,ITA,GK,28,1985,37,37,3330,37.0,57,1.54,172,115,66.9,5,14,18,9,24.3,,,,,,2014
ITA-Serie A,2013,Cagliari,Antonio Adán,ESP,GK,26,1987,2,2,180,2.0,4,2.00,10,6,60.0,0,1,1,1,50.0,,,,,,2014
ITA-Serie A,2013,Cagliari,Marco Silvestri,ITA,GK,22,1991,3,3,234,2.6,5,1.92,21,16,76.2,0,2,1,1,33.3,,,,,,2014
ITA-Serie A,2013,Cagliari,Michael Agazzi,ITA,GK,29,1984,11,11,990,11.0,19,1.73,51,32,62.7,3,2,6,0,0.0,,,,,,2014
ITA-Serie A,2013,Cagliari,Vlada Avramov,SRB,GK,34,1979,23,22,2016,22.4,25,1.12,92,67,72.8,6,7,9,5,22.7,,,,,,2014
ITA-Serie A,2013,Catania,Alberto Frison,ITA,GK,25,1988,14,14,1260,14.0,24,1.71,81,57,70.4,5,3,6,3,21.4,,,,,,2014
ITA-Serie A,2013,Catania,Mariano Andújar,ARG,GK,30,1983,24,24,2160,24.0,42,1.75,128,86,67.2,3,5,16,5,20.8,,,,,,2014
ITA-Serie A,2013,Chievo,Christian Puggioni,ITA,GK,32,1981,23,23,2070,23.0,32,1.39,98,66,67.3,4,6,13,7,30.4,,,,,,2014
ITA-Serie A,2013,Chievo,Lorenzo Squizzi,ITA,GK,39,1974,1,1,90,1.0,1,1.00,3,2,66.7,1,0,0,0,0.0,,,,,,2014
ITA-Serie A,2013,Chievo,Michael Agazzi,ITA,GK,29,1984,14,14,1260,14.0,21,1.50,64,43,67.2,5,0,9,3,21.4,,,,,,2014
ITA-Serie A,2013,Fiorentina,Antonio Rosati,ITA,GK,30,1983,3,3,270,3.0,6,2.00,14,8,57.1,1,1,1,1,33.3,,,,,,2014
ITA-Serie A,2013,Fiorentina,Neto,BRA,GK,24,1989,35,35,3150,35.0,38,1.09,165,127,77.0,18,7,10,12,34.3,,,,,,2014
ITA-Serie A,2013,Genoa,Albano Bizzarri,ARG,GK,35,1977,1,1,90,1.0,0,0.00,5,5,100.0,1,0,0,1,100.0,,,,,,2014
ITA-Serie A,2013,Genoa,Mattia Perin,ITA,GK,20,1992,37,37,3330,37.0,50,1.35,190,140,73.7,10,11,16,11,29.7,,,,,,2014
ITA-Serie A,2013,Hellas Verona,Nícolas Andrade,BRA,GK,25,1988,1,1,90,1.0,5,5.00,11,6,54.5,0,0,1,0,0.0,,,,,,2014
ITA-Serie A,2013,Hellas Verona,Rafael,BRA,GK,31,1982,37,37,3330,37.0,63,1.70,222,159,71.6,16,6,15,7,18.9,,,,,,2014
ITA-Serie A,2013,Inter,Juan Pablo Carrizo,ARG,GK,29,1984,4,2,310,3.4,7,2.03,15,8,53.3,1,0,1,0,0.0,,,,,,2014
ITA-Serie A,2013,Inter,Samir Handanović,SVN,GK,29,1984,36,36,3110,34.6,32,0.93,145,113,77.9,14,15,7,16,44.4,,,,,,2014
ITA-Serie A,2013,Juventus,Gianluigi Buffon,ITA,GK,35,1978,33,33,2866,31.8,20,0.63,107,87,81.3,28,3,2,20,60.6,,,,,,2014
ITA-Serie A,2013,Juventus,Marco Storari,ITA,GK,36,1977,6,5,515,5.7,3,0.52,15,12,80.0,5,0,0,3,60.0,,,,,,2014
ITA-Serie A,2013,Juventus,Rubinho,BRA,GK,30,1982,1,0,38,0.4,0,0.00,1,1,100.0,0,0,0,0,,,,,,,2014
ITA-Serie A,2013,Lazio,Etrit Berisha,ALB,GK,24,1989,17,17,1530,17.0,25,1.47,72,47,65.3,7,6,4,7,41.2,,,,,,2014
ITA-Serie A,2013,Lazio,Federico Marchetti,ITA,GK,30,1983,21,21,1890,21.0,29,1.38,88,59,67.0,8,5,8,6,28.6,,,,,,2014
ITA-Serie A,2013,Livorno,Francesco Bardi,ITA,GK,21,1992,35,35,3150,35.0,69,1.97,194,125,64.4,6,7,22,3,8.6,,,,,,2014
ITA-Serie A,2013,Livorno,Gabriele Aldegani,ITA,GK,37,1976,1,0,8,0.1,0,0.00,0,0,,0,0,0,0,,,,,,,2014
ITA-Serie A,2013,Livorno,Luca Anania,ITA,GK,33,1980,3,3,262,2.9,8,2.75,22,14,63.6,0,0,3,0,0.0,,,,,,2014
ITA-Serie A,2013,Milan,Christian Abbiati,ITA,GK,36,1977,28,28,2390,26.6,31,1.17,106,75,70.8,12,6,10,11,39.3,,,,,,2014
ITA-Serie A,2013,Milan,Gabriel,BRA,GK,20,1992,7,6,585,6.5,10,1.54,28,18,64.3,3,2,1,1,16.7,,,,,,2014
ITA-Serie A,2013,Milan,Marco Amelia,ITA,GK,31,1982,5,4,445,4.9,8,1.62,19,11,57.9,1,1,2,1,25.0,,,,,,2014
ITA-Serie A,2013,Napoli,Pepe Reina,ESP,GK,30,1982,30,30,2597,28.9,29,1.01,134,105,78.4,18,6,6,9,30.0,,,,,,2014
ITA-Serie A,2013,Napoli,Rafael Cabral,BRA,GK,23,1990,8,7,675,7.5,8,1.07,25,17,68.0,5,2,0,3,42.9,,,,,,2014
ITA-Serie A,2013,Napoli,Roberto Colombo,ITA,GK,37,1975,1,0,45,0.5,0,0.00,1,1,100.0,0,0,0,0,,,,,,,2014
ITA-Serie A,2013,Napoli,Toni Doblas,ESP,GK,32,1980,2,1,103,1.1,2,1.75,7,5,71.4,0,1,0,0,0.0,,,,,,2014
ITA-Serie A,2013,Parma,Antonio Mirante,ITA,GK,30,1983,36,36,3191,35.5,42,1.18,139,97,69.8,14,12,9,13,36.1,,,,,,2014
ITA-Serie A,2013,Parma,Nicola Pavarini,ITA,GK,39,1974,1,0,4,0.0,0,0.00,0,0,,0,0,0,0,,,,,,,2014
ITA-Serie A,2013,Parma,Pavol Bajza,SVK,GK,21,1991,3,2,225,2.5,4,1.60,16,12,75.0,1,1,1,1,50.0,,,,,,2014
ITA-Serie A,2013,Roma,Morgan De Sanctis,ITA,GK,36,1977,36,36,3240,36.0,23,0.64,115,92,80.0,26,7,3,21,58.3,,,,,,2014
ITA-Serie A,2013,Roma,Łukasz Skorupski,POL,GK,22,1991,2,2,180,2.0,2,1.00,9,7,77.8,0,0,2,0,0.0,,,,,,2014
ITA-Serie A,2013,Sampdoria,Angelo da Costa Júnior,BRA,GK,29,1983,33,33,2970,33.0,49,1.48,155,106,68.4,11,8,14,9,27.3,,,,,,2014
ITA-Serie A,2013,Sampdoria,Vincenzo Fiorillo,ITA,GK,23,1990,5,5,450,5.0,13,2.60,41,28,68.3,1,1,3,0,0.0,,,,,,2014
ITA-Serie A,2013,Sassuolo,Alberto Pomini,ITA,GK,32,1981,3,3,270,3.0,11,3.67,26,15,57.7,0,0,3,0,0.0,,,,,,2014
ITA-Serie A,2013,Sassuolo,Antonio Rosati,ITA,GK,30,1983,2,2,180,2.0,6,3.00,14,8,57.1,0,0,2,0,0.0,,,,,,2014
ITA-Serie A,2013,Sassuolo,Gianluca Pegolo,ITA,GK,32,1981,33,33,2970,33.0,55,1.67,172,117,68.0,9,7,17,5,15.2,,,,,,2014
ITA-Serie A,2013,Torino,Daniele Padelli,ITA,GK,27,1985,38,38,3380,37.6,48,1.28,168,120,71.4,15,12,11,8,21.1,,,,,,2014
ITA-Serie A,2013,Torino,Lys Gomis,SEN,GK,23,1989,1,0,40,0.4,1,2.25,2,1,50.0,0,0,0,0,,,,,,,2014
ITA-Serie A,2013,Udinese,Ivan Kelava,CRO,GK,25,1988,10,10,900,10.0,13,1.30,41,28,68.3,3,1,6,2,20.0,,,,,,2014
ITA-Serie A,2013,Udinese,Simone Scuffet,ITA,GK,17,1996,16,16,1440,16.0,22,1.37,71,49,69.0,6,5,5,6,37.5,,,,,,2014
ITA-Serie A,2013,Udinese,Željko Brkić,SRB,GK,27,1986,12,12,1080,12.0,22,1.83,62,40,64.5,3,2,7,1,8.3,,,,,,2014
ITA-Serie A,2014,Atalanta,Giorgio Frezzolini,ITA,GK,38,1976,1,0,34,0.4,1,2.65,3,2,66.7,0,0,0,0,,,,,,,2015
ITA-Serie A,2014,Atalanta,Marco Sportiello,ITA,GK,22,1992,37,37,3330,37.0,55,1.49,152,97,63.8,7,10,20,8,21.6,,,,,,2015
ITA-Serie A,2014,Atalanta,Vlada Avramov,SRB,GK,35,1979,1,1,56,0.6,1,1.61,4,3,75.0,1,0,0,0,0.0,,,,,,2015
ITA-Serie A,2014,Cagliari,Alessio Cragno,ITA,GK,20,1994,14,14,1260,14.0,26,1.86,67,41,61.2,2,5,7,2,14.3,,,,,,2015
ITA-Serie A,2014,Cagliari,Simone Colombi,ITA,GK,23,1991,3,3,270,3.0,8,2.67,14,6,42.9,0,1,2,0,0.0,,,,,,2015
ITA-Serie A,2014,Cagliari,Željko Brkić,SRB,GK,28,1986,21,21,1890,21.0,34,1.62,105,71,67.6,6,4,11,2,9.5,,,,,,2015
ITA-Serie A,2014,Cesena,Federico Agliardi,ITA,GK,31,1983,10,9,870,9.7,19,1.97,53,34,64.2,0,3,6,1,11.1,,,,,,2015
ITA-Serie A,2014,Cesena,Nicola Leali,ITA,GK,21,1993,28,28,2460,27.3,49,1.79,135,86,63.7,4,9,15,4,14.3,,,,,,2015
ITA-Serie A,2014,Cesena,Walter Bressan,ITA,GK,33,1981,1,1,90,1.0,5,5.00,9,4,44.4,0,0,1,0,0.0,,,,,,2015
ITA-Serie A,2014,Chievo,Albano Bizzarri,ARG,GK,36,1977,28,28,2520,28.0,24,0.86,110,86,78.2,7,17,4,13,46.4,,,,,,2015
ITA-Serie A,2014,Chievo,Francesco Bardi,ITA,GK,22,1992,10,10,900,10.0,17,1.70,36,19,52.8,1,1,8,1,10.0,,,,,,2015
ITA-Serie A,2014,Empoli,Davide Bassi,ITA,GK,29,1985,7,7,630,7.0,17,2.43,40,23,57.5,0,2,5,0,0.0,,,,,,2015
ITA-Serie A,2014,Empoli,Luigi Sepe,ITA,GK,23,1991,31,31,2790,31.0,35,1.13,127,92,72.4,18,8,5,10,32.3,,,,,,2015
ITA-Serie A,2014,Fiorentina,Ciprian Tătărușanu,ROU,GK,28,1986,9,9,810,9.0,11,1.22,45,34,75.6,5,3,1,1,11.1,,,,,,2015
ITA-Serie A,2014,Fiorentina,Neto,BRA,GK,25,1989,29,29,2610,29.0,35,1.21,117,82,70.1,13,7,9,10,34.5,,,,,,2015
ITA-Serie A,2014,Genoa,Eugenio Lamanna,ITA,GK,24,1989,8,6,640,7.1,9,1.27,47,38,80.9,2,1,4,3,50.0,,,,,,2015
ITA-Serie A,2014,Genoa,Mattia Perin,ITA,GK,21,1992,32,32,2780,30.9,38,1.23,158,120,75.9,14,10,7,7,21.9,,,,,,2015
ITA-Serie A,2014,Hellas Verona,Francesco Benussi,ITA,GK,32,1981,16,15,1423,15.8,25,1.58,80,55,68.8,6,4,6,3,20.0,,,,,,2015
ITA-Serie A,2014,Hellas Verona,Pierluigi Gollini,ITA,GK,19,1995,3,3,270,3.0,5,1.67,20,15,75.0,0,2,1,0,0.0,,,,,,2015
ITA-Serie A,2014,Hellas Verona,Rafael,BRA,GK,32,1982,20,20,1727,19.2,35,1.82,103,68,66.0,6,7,7,4,20.0,,,,,,2015
ITA-Serie A,2014,Inter,Juan Pablo Carrizo,ARG,GK,30,1984,1,1,90,1.0,1,1.00,6,5,83.3,1,0,0,0,0.0,,,,,,2015
ITA-Serie A,2014,Inter,Samir Handanović,SVN,GK,30,1984,37,37,3330,37.0,47,1.27,144,97,67.4,13,13,11,11,29.7,,,,,,2015
ITA-Serie A,2014,Juventus,Gianluigi Buffon,ITA,GK,36,1978,33,33,2970,33.0,20,0.61,83,63,75.9,23,8,2,18,54.5,,,,,,2015
ITA-Serie A,2014,Juventus,Marco Storari,ITA,GK,37,1977,5,5,450,5.0,4,0.80,20,16,80.0,3,1,1,1,20.0,,,,,,2015
ITA-Serie A,2014,Lazio,Etrit Berisha,ALB,GK,25,1989,10,8,810,9.0,9,1.00,35,26,74.3,4,0,6,4,50.0,,,,,,2015
ITA-Serie A,2014,Lazio,Federico Marchetti,ITA,GK,31,1983,30,30,2610,29.0,29,1.00,117,88,75.2,17,6,5,11,36.7,,,,,,2015
ITA-Serie A,2014,Milan,Christian Abbiati,ITA,GK,37,1977,11,10,906,10.1,8,0.79,37,29,78.4,5,5,1,4,40.0,,,,,,2015
